epoch,mpe_mpe-large-spread-v1_magic_aaai64 - _step,mpe_mpe-large-spread-v1_magic_aaai64 - _step__MIN,mpe_mpe-large-spread-v1_magic_aaai64 - _step__MAX,mpe_mpe-large-spread-v1_magic_aaai64 - episode_return,mpe_mpe-large-spread-v1_magic_aaai64 - episode_return__MIN,mpe_mpe-large-spread-v1_magic_aaai64 - episode_return__MAX,mpe_mpe-large-spread-v1_tarmac_aaai64 - _step,mpe_mpe-large-spread-v1_tarmac_aaai64 - _step__MIN,mpe_mpe-large-spread-v1_tarmac_aaai64 - _step__MAX,mpe_mpe-large-spread-v1_tarmac_aaai64 - episode_return,mpe_mpe-large-spread-v1_tarmac_aaai64 - episode_return__MIN,mpe_mpe-large-spread-v1_tarmac_aaai64 - episode_return__MAX,mpe_mpe-large-spread-v1_commnet_aaai64 - _step,mpe_mpe-large-spread-v1_commnet_aaai64 - _step__MIN,mpe_mpe-large-spread-v1_commnet_aaai64 - _step__MAX,mpe_mpe-large-spread-v1_commnet_aaai64 - episode_return,mpe_mpe-large-spread-v1_commnet_aaai64 - episode_return__MIN,mpe_mpe-large-spread-v1_commnet_aaai64 - episode_return__MAX,mpe_mpe-large-spread-v1_ic3net_aaai64 - _step,mpe_mpe-large-spread-v1_ic3net_aaai64 - _step__MIN,mpe_mpe-large-spread-v1_ic3net_aaai64 - _step__MAX,mpe_mpe-large-spread-v1_ic3net_aaai64 - episode_return,mpe_mpe-large-spread-v1_ic3net_aaai64 - episode_return__MIN,mpe_mpe-large-spread-v1_ic3net_aaai64 - episode_return__MAX,mpe_mpe-large-spread-v1_tiecomm_aaai - _step,mpe_mpe-large-spread-v1_tiecomm_aaai - _step__MIN,mpe_mpe-large-spread-v1_tiecomm_aaai - _step__MAX,mpe_mpe-large-spread-v1_tiecomm_aaai - episode_return,mpe_mpe-large-spread-v1_tiecomm_aaai - episode_return__MIN,mpe_mpe-large-spread-v1_tiecomm_aaai - episode_return__MAX
61,61,61,61,-529.95,-529.95,-529.95,61,61,61,-552.3833333,-552.3833333,-552.3833333,61,61,61,-492.6333333,-492.6333333,-492.6333333,61,61,61,-538.2333333,-538.2333333,-538.2333333,61,61,61,-544.5333333,-544.5333333,-544.5333333
62,62,62,62,-498.0166667,-498.0166667,-498.0166667,62,62,62,-625.15,-625.15,-625.15,62,62,62,-594.2166667,-594.2166667,-594.2166667,62,62,62,-559.5333333,-559.5333333,-559.5333333,62,62,62,-549.2833333,-549.2833333,-549.2833333
63,63,63,63,-504.1166667,-504.1166667,-504.1166667,63,63,63,-613,-613,-613,63,63,63,-517.35,-517.35,-517.35,63,63,63,-473.2833333,-473.2833333,-473.2833333,63,63,63,-538.6166667,-538.6166667,-538.6166667
64,64,64,64,-446.2333333,-446.2333333,-446.2333333,64,64,64,-515.9,-515.9,-515.9,64,64,64,-570.3666667,-570.3666667,-570.3666667,64,64,64,-549.2333333,-549.2333333,-549.2333333,64,64,64,-532.0833333,-532.0833333,-532.0833333
65,65,65,65,-549.6166667,-549.6166667,-549.6166667,65,65,65,-507.7666667,-507.7666667,-507.7666667,65,65,65,-571.1166667,-571.1166667,-571.1166667,65,65,65,-506.7333333,-506.7333333,-506.7333333,65,65,65,-503.9,-503.9,-503.9
66,66,66,66,-528.9833333,-528.9833333,-528.9833333,66,66,66,-539.0166667,-539.0166667,-539.0166667,66,66,66,-461.4833333,-461.4833333,-461.4833333,66,66,66,-555.8166667,-555.8166667,-555.8166667,66,66,66,-547.1333333,-547.1333333,-547.1333333
67,67,67,67,-540.05,-540.05,-540.05,67,67,67,-520.95,-520.95,-520.95,67,67,67,-508.0833333,-508.0833333,-508.0833333,67,67,67,-503.7666667,-503.7666667,-503.7666667,67,67,67,-508.2666667,-508.2666667,-508.2666667
68,68,68,68,-499.7333333,-499.7333333,-499.7333333,68,68,68,-519,-519,-519,68,68,68,-513.1333333,-513.1333333,-513.1333333,68,68,68,-540.4,-540.4,-540.4,68,68,68,-543.6833333,-543.6833333,-543.6833333
69,69,69,69,-495.85,-495.85,-495.85,69,69,69,-484.85,-484.85,-484.85,69,69,69,-511.95,-511.95,-511.95,69,69,69,-514.2833333,-514.2833333,-514.2833333,69,69,69,-515.3166667,-515.3166667,-515.3166667
70,70,70,70,-488.05,-488.05,-488.05,70,70,70,-591.35,-591.35,-591.35,70,70,70,-526.8,-526.8,-526.8,70,70,70,-544.05,-544.05,-544.05,70,70,70,-545.4666667,-545.4666667,-545.4666667
71,71,71,71,-536.7666667,-536.7666667,-536.7666667,71,71,71,-541.4,-541.4,-541.4,71,71,71,-521.1,-521.1,-521.1,71,71,71,-548.3166667,-548.3166667,-548.3166667,71,71,71,-504.3666667,-504.3666667,-504.3666667
72,72,72,72,-449.5666667,-449.5666667,-449.5666667,72,72,72,-537.3166667,-537.3166667,-537.3166667,72,72,72,-537.7166667,-537.7166667,-537.7166667,72,72,72,-531.1666667,-531.1666667,-531.1666667,72,72,72,-584.4166667,-584.4166667,-584.4166667
73,73,73,73,-516,-516,-516,73,73,73,-470.25,-470.25,-470.25,73,73,73,-514.5666667,-514.5666667,-514.5666667,73,73,73,-486.25,-486.25,-486.25,73,73,73,-531.9333333,-531.9333333,-531.9333333
74,74,74,74,-504.8333333,-504.8333333,-504.8333333,74,74,74,-506.4333333,-506.4333333,-506.4333333,74,74,74,-505.9166667,-505.9166667,-505.9166667,74,74,74,-551.9333333,-551.9333333,-551.9333333,74,74,74,-551.4666667,-551.4666667,-551.4666667
75,75,75,75,-524.85,-524.85,-524.85,75,75,75,-595.75,-595.75,-595.75,75,75,75,-424.5166667,-424.5166667,-424.5166667,75,75,75,-501.1,-501.1,-501.1,75,75,75,-557,-557,-557
76,76,76,76,-569.6,-569.6,-569.6,76,76,76,-549.4833333,-549.4833333,-549.4833333,76,76,76,-585.6333333,-585.6333333,-585.6333333,76,76,76,-474.2,-474.2,-474.2,76,76,76,-581.6333333,-581.6333333,-581.6333333
77,77,77,77,-528.9666667,-528.9666667,-528.9666667,77,77,77,-635.1333333,-635.1333333,-635.1333333,77,77,77,-497.1333333,-497.1333333,-497.1333333,77,77,77,-562.5833333,-562.5833333,-562.5833333,77,77,77,-586.7833333,-586.7833333,-586.7833333
78,78,78,78,-548.25,-548.25,-548.25,78,78,78,-535.75,-535.75,-535.75,78,78,78,-518.2833333,-518.2833333,-518.2833333,78,78,78,-533.5666667,-533.5666667,-533.5666667,78,78,78,-498.2166667,-498.2166667,-498.2166667
79,79,79,79,-589.45,-589.45,-589.45,79,79,79,-495.75,-495.75,-495.75,79,79,79,-577.05,-577.05,-577.05,79,79,79,-503.8,-503.8,-503.8,79,79,79,-483.75,-483.75,-483.75
80,80,80,80,-519.5166667,-519.5166667,-519.5166667,80,80,80,-506.3833333,-506.3833333,-506.3833333,80,80,80,-547.9,-547.9,-547.9,80,80,80,-528.8666667,-528.8666667,-528.8666667,80,80,80,-517.8666667,-517.8666667,-517.8666667
81,81,81,81,-529.9666667,-529.9666667,-529.9666667,81,81,81,-540.5333333,-540.5333333,-540.5333333,81,81,81,-562.0666667,-562.0666667,-562.0666667,81,81,81,-512.0333333,-512.0333333,-512.0333333,81,81,81,-515.4833333,-515.4833333,-515.4833333
82,82,82,82,-589.6333333,-589.6333333,-589.6333333,82,82,82,-553.35,-553.35,-553.35,82,82,82,-510.2666667,-510.2666667,-510.2666667,82,82,82,-417.6666667,-417.6666667,-417.6666667,82,82,82,-494.4,-494.4,-494.4
83,83,83,83,-460.8333333,-460.8333333,-460.8333333,83,83,83,-572.6666667,-572.6666667,-572.6666667,83,83,83,-533.0666667,-533.0666667,-533.0666667,83,83,83,-527.9,-527.9,-527.9,83,83,83,-529.65,-529.65,-529.65
84,84,84,84,-548.5333333,-548.5333333,-548.5333333,84,84,84,-507.2333333,-507.2333333,-507.2333333,84,84,84,-627.4,-627.4,-627.4,84,84,84,-521.3666667,-521.3666667,-521.3666667,84,84,84,-536.05,-536.05,-536.05
85,85,85,85,-496.7,-496.7,-496.7,85,85,85,-546.0666667,-546.0666667,-546.0666667,85,85,85,-560.4666667,-560.4666667,-560.4666667,85,85,85,-524.8833333,-524.8833333,-524.8833333,85,85,85,-511.8833333,-511.8833333,-511.8833333
86,86,86,86,-598.95,-598.95,-598.95,86,86,86,-559.5833333,-559.5833333,-559.5833333,86,86,86,-515.4333333,-515.4333333,-515.4333333,86,86,86,-488.1,-488.1,-488.1,86,86,86,-451.6666667,-451.6666667,-451.6666667
87,87,87,87,-507.0333333,-507.0333333,-507.0333333,87,87,87,-566.3166667,-566.3166667,-566.3166667,87,87,87,-583.4333333,-583.4333333,-583.4333333,87,87,87,-525.6833333,-525.6833333,-525.6833333,87,87,87,-561.45,-561.45,-561.45
88,88,88,88,-494.7833333,-494.7833333,-494.7833333,88,88,88,-577.1,-577.1,-577.1,88,88,88,-548.5166667,-548.5166667,-548.5166667,88,88,88,-472.2,-472.2,-472.2,88,88,88,-513.55,-513.55,-513.55
89,89,89,89,-495.2333333,-495.2333333,-495.2333333,89,89,89,-530.95,-530.95,-530.95,89,89,89,-490.9333333,-490.9333333,-490.9333333,89,89,89,-505.0166667,-505.0166667,-505.0166667,89,89,89,-471,-471,-471
90,90,90,90,-526.7166667,-526.7166667,-526.7166667,90,90,90,-543.2333333,-543.2333333,-543.2333333,90,90,90,-582.5833333,-582.5833333,-582.5833333,90,90,90,-593.65,-593.65,-593.65,90,90,90,-477.0166667,-477.0166667,-477.0166667
91,91,91,91,-494.7166667,-494.7166667,-494.7166667,91,91,91,-498.3333333,-498.3333333,-498.3333333,91,91,91,-557.7,-557.7,-557.7,91,91,91,-536.6333333,-536.6333333,-536.6333333,91,91,91,-565.95,-565.95,-565.95
92,92,92,92,-517.1333333,-517.1333333,-517.1333333,92,92,92,-591.2,-591.2,-591.2,92,92,92,-468.0833333,-468.0833333,-468.0833333,92,92,92,-531.9666667,-531.9666667,-531.9666667,92,92,92,-519.55,-519.55,-519.55
93,93,93,93,-476.7666667,-476.7666667,-476.7666667,93,93,93,-530.2333333,-530.2333333,-530.2333333,93,93,93,-496.55,-496.55,-496.55,93,93,93,-525.6833333,-525.6833333,-525.6833333,93,93,93,-515,-515,-515
94,94,94,94,-558.8166667,-558.8166667,-558.8166667,94,94,94,-553.2666667,-553.2666667,-553.2666667,94,94,94,-512.2,-512.2,-512.2,94,94,94,-478.2333333,-478.2333333,-478.2333333,94,94,94,-497.5333333,-497.5333333,-497.5333333
95,95,95,95,-541.3166667,-541.3166667,-541.3166667,95,95,95,-472.6333333,-472.6333333,-472.6333333,95,95,95,-530.9833333,-530.9833333,-530.9833333,95,95,95,-551.95,-551.95,-551.95,95,95,95,-548.2666667,-548.2666667,-548.2666667
96,96,96,96,-438.0833333,-438.0833333,-438.0833333,96,96,96,-542.35,-542.35,-542.35,96,96,96,-453.5333333,-453.5333333,-453.5333333,96,96,96,-497.1833333,-497.1833333,-497.1833333,96,96,96,-489.0833333,-489.0833333,-489.0833333
97,97,97,97,-548.0333333,-548.0333333,-548.0333333,97,97,97,-490.3333333,-490.3333333,-490.3333333,97,97,97,-585.3,-585.3,-585.3,97,97,97,-588.2333333,-588.2333333,-588.2333333,97,97,97,-531.3666667,-531.3666667,-531.3666667
98,98,98,98,-436.1,-436.1,-436.1,98,98,98,-493.1166667,-493.1166667,-493.1166667,98,98,98,-552.35,-552.35,-552.35,98,98,98,-523.2166667,-523.2166667,-523.2166667,98,98,98,-546.0666667,-546.0666667,-546.0666667
99,99,99,99,-499.0166667,-499.0166667,-499.0166667,99,99,99,-589.5166667,-589.5166667,-589.5166667,99,99,99,-566.6333333,-566.6333333,-566.6333333,99,99,99,-540.0166667,-540.0166667,-540.0166667,99,99,99,-471.3833333,-471.3833333,-471.3833333
100,100,100,100,-520.6166667,-520.6166667,-520.6166667,100,100,100,-562.5,-562.5,-562.5,100,100,100,-596.4666667,-596.4666667,-596.4666667,100,100,100,-489.9333333,-489.9333333,-489.9333333,100,100,100,-535.7,-535.7,-535.7
101,101,101,101,-567.2666667,-567.2666667,-567.2666667,101,101,101,-527.0666667,-527.0666667,-527.0666667,101,101,101,-473.1833333,-473.1833333,-473.1833333,101,101,101,-531.3666667,-531.3666667,-531.3666667,101,101,101,-519.5833333,-519.5833333,-519.5833333
102,102,102,102,-463.65,-463.65,-463.65,102,102,102,-535.1,-535.1,-535.1,102,102,102,-543.9166667,-543.9166667,-543.9166667,102,102,102,-497.05,-497.05,-497.05,102,102,102,-495.0333333,-495.0333333,-495.0333333
103,103,103,103,-504.3333333,-504.3333333,-504.3333333,103,103,103,-558.6666667,-558.6666667,-558.6666667,103,103,103,-578.5,-578.5,-578.5,103,103,103,-512.6166667,-512.6166667,-512.6166667,103,103,103,-561.9333333,-561.9333333,-561.9333333
104,104,104,104,-505.1166667,-505.1166667,-505.1166667,104,104,104,-525.75,-525.75,-525.75,104,104,104,-531.1166667,-531.1166667,-531.1166667,104,104,104,-547.0833333,-547.0833333,-547.0833333,104,104,104,-539.3666667,-539.3666667,-539.3666667
105,105,105,105,-539.1833333,-539.1833333,-539.1833333,105,105,105,-532.95,-532.95,-532.95,105,105,105,-551.1166667,-551.1166667,-551.1166667,105,105,105,-515.2666667,-515.2666667,-515.2666667,105,105,105,-474.8333333,-474.8333333,-474.8333333
106,106,106,106,-476.8333333,-476.8333333,-476.8333333,106,106,106,-502.1166667,-502.1166667,-502.1166667,106,106,106,-507.85,-507.85,-507.85,106,106,106,-544.3666667,-544.3666667,-544.3666667,106,106,106,-540.2833333,-540.2833333,-540.2833333
107,107,107,107,-503.8666667,-503.8666667,-503.8666667,107,107,107,-527.95,-527.95,-527.95,107,107,107,-442.4833333,-442.4833333,-442.4833333,107,107,107,-508.1666667,-508.1666667,-508.1666667,107,107,107,-503.7666667,-503.7666667,-503.7666667
108,108,108,108,-548.15,-548.15,-548.15,108,108,108,-554.2,-554.2,-554.2,108,108,108,-536.2833333,-536.2833333,-536.2833333,108,108,108,-492.4,-492.4,-492.4,108,108,108,-515.15,-515.15,-515.15
109,109,109,109,-501.4833333,-501.4833333,-501.4833333,109,109,109,-514.6333333,-514.6333333,-514.6333333,109,109,109,-539.7166667,-539.7166667,-539.7166667,109,109,109,-483.6833333,-483.6833333,-483.6833333,109,109,109,-543.1833333,-543.1833333,-543.1833333
110,110,110,110,-488.7,-488.7,-488.7,110,110,110,-567.45,-567.45,-567.45,110,110,110,-465.2,-465.2,-465.2,110,110,110,-528.85,-528.85,-528.85,110,110,110,-539.5,-539.5,-539.5
111,111,111,111,-483.0166667,-483.0166667,-483.0166667,111,111,111,-542.6333333,-542.6333333,-542.6333333,111,111,111,-533.7,-533.7,-533.7,111,111,111,-525.1,-525.1,-525.1,111,111,111,-480.2166667,-480.2166667,-480.2166667
112,112,112,112,-478.35,-478.35,-478.35,112,112,112,-529.9,-529.9,-529.9,112,112,112,-475.15,-475.15,-475.15,112,112,112,-474.85,-474.85,-474.85,112,112,112,-548.8666667,-548.8666667,-548.8666667
113,113,113,113,-504.3333333,-504.3333333,-504.3333333,113,113,113,-559.75,-559.75,-559.75,113,113,113,-514.6333333,-514.6333333,-514.6333333,113,113,113,-548.6,-548.6,-548.6,113,113,113,-548.5833333,-548.5833333,-548.5833333
114,114,114,114,-548.7,-548.7,-548.7,114,114,114,-549.0666667,-549.0666667,-549.0666667,114,114,114,-487.3666667,-487.3666667,-487.3666667,114,114,114,-482.3833333,-482.3833333,-482.3833333,114,114,114,-494.1333333,-494.1333333,-494.1333333
115,115,115,115,-491.1333333,-491.1333333,-491.1333333,115,115,115,-505.3666667,-505.3666667,-505.3666667,115,115,115,-540.4,-540.4,-540.4,115,115,115,-576.7333333,-576.7333333,-576.7333333,115,115,115,-581.8,-581.8,-581.8
116,116,116,116,-511.95,-511.95,-511.95,116,116,116,-566.2833333,-566.2833333,-566.2833333,116,116,116,-557.5666667,-557.5666667,-557.5666667,116,116,116,-511.0833333,-511.0833333,-511.0833333,116,116,116,-511.7666667,-511.7666667,-511.7666667
117,117,117,117,-475.6166667,-475.6166667,-475.6166667,117,117,117,-577.0666667,-577.0666667,-577.0666667,117,117,117,-471.8833333,-471.8833333,-471.8833333,117,117,117,-526.9333333,-526.9333333,-526.9333333,117,117,117,-518.5833333,-518.5833333,-518.5833333
118,118,118,118,-551.9666667,-551.9666667,-551.9666667,118,118,118,-545.4,-545.4,-545.4,118,118,118,-470.0666667,-470.0666667,-470.0666667,118,118,118,-536.9166667,-536.9166667,-536.9166667,118,118,118,-473.55,-473.55,-473.55
119,119,119,119,-515.9333333,-515.9333333,-515.9333333,119,119,119,-488.3,-488.3,-488.3,119,119,119,-511.9833333,-511.9833333,-511.9833333,119,119,119,-499.8,-499.8,-499.8,119,119,119,-509.8333333,-509.8333333,-509.8333333
120,120,120,120,-494.8166667,-494.8166667,-494.8166667,120,120,120,-489.5166667,-489.5166667,-489.5166667,120,120,120,-579.7,-579.7,-579.7,120,120,120,-488.95,-488.95,-488.95,120,120,120,-526.7833333,-526.7833333,-526.7833333
121,121,121,121,-532.4,-532.4,-532.4,121,121,121,-483.6,-483.6,-483.6,121,121,121,-490.05,-490.05,-490.05,121,121,121,-474.95,-474.95,-474.95,121,121,121,-479.5666667,-479.5666667,-479.5666667
122,122,122,122,-560.6,-560.6,-560.6,122,122,122,-498.1833333,-498.1833333,-498.1833333,122,122,122,-526.5333333,-526.5333333,-526.5333333,122,122,122,-536.55,-536.55,-536.55,122,122,122,-522.1166667,-522.1166667,-522.1166667
123,123,123,123,-535.75,-535.75,-535.75,123,123,123,-581.0333333,-581.0333333,-581.0333333,123,123,123,-494.8,-494.8,-494.8,123,123,123,-548.9166667,-548.9166667,-548.9166667,123,123,123,-553.1666667,-553.1666667,-553.1666667
124,124,124,124,-534.5333333,-534.5333333,-534.5333333,124,124,124,-551.8833333,-551.8833333,-551.8833333,124,124,124,-503.15,-503.15,-503.15,124,124,124,-491.4833333,-491.4833333,-491.4833333,124,124,124,-567.2,-567.2,-567.2
125,125,125,125,-464.65,-464.65,-464.65,125,125,125,-540.65,-540.65,-540.65,125,125,125,-489.1833333,-489.1833333,-489.1833333,125,125,125,-551.95,-551.95,-551.95,125,125,125,-513.0833333,-513.0833333,-513.0833333
126,126,126,126,-526.6,-526.6,-526.6,126,126,126,-559,-559,-559,126,126,126,-604.5833333,-604.5833333,-604.5833333,126,126,126,-564.15,-564.15,-564.15,126,126,126,-547.0833333,-547.0833333,-547.0833333
127,127,127,127,-503.7833333,-503.7833333,-503.7833333,127,127,127,-542.1,-542.1,-542.1,127,127,127,-562.6166667,-562.6166667,-562.6166667,127,127,127,-529.9,-529.9,-529.9,127,127,127,-547.4333333,-547.4333333,-547.4333333
128,128,128,128,-434.95,-434.95,-434.95,128,128,128,-495.9833333,-495.9833333,-495.9833333,128,128,128,-485,-485,-485,128,128,128,-563.2333333,-563.2333333,-563.2333333,128,128,128,-530.8333333,-530.8333333,-530.8333333
129,129,129,129,-479.6166667,-479.6166667,-479.6166667,129,129,129,-528.6166667,-528.6166667,-528.6166667,129,129,129,-531.45,-531.45,-531.45,129,129,129,-499.9333333,-499.9333333,-499.9333333,129,129,129,-540.1333333,-540.1333333,-540.1333333
130,130,130,130,-506.0333333,-506.0333333,-506.0333333,130,130,130,-534.7,-534.7,-534.7,130,130,130,-489.2166667,-489.2166667,-489.2166667,130,130,130,-554.2333333,-554.2333333,-554.2333333,130,130,130,-501.4833333,-501.4833333,-501.4833333
131,131,131,131,-551.0833333,-551.0833333,-551.0833333,131,131,131,-509.9166667,-509.9166667,-509.9166667,131,131,131,-496.6666667,-496.6666667,-496.6666667,131,131,131,-534.1833333,-534.1833333,-534.1833333,131,131,131,-528.0833333,-528.0833333,-528.0833333
132,132,132,132,-517.7333333,-517.7333333,-517.7333333,132,132,132,-457.8666667,-457.8666667,-457.8666667,132,132,132,-501.5333333,-501.5333333,-501.5333333,132,132,132,-520.9166667,-520.9166667,-520.9166667,132,132,132,-479.7333333,-479.7333333,-479.7333333
133,133,133,133,-562.7166667,-562.7166667,-562.7166667,133,133,133,-535.1833333,-535.1833333,-535.1833333,133,133,133,-628.0833333,-628.0833333,-628.0833333,133,133,133,-561.35,-561.35,-561.35,133,133,133,-504.7666667,-504.7666667,-504.7666667
134,134,134,134,-536.95,-536.95,-536.95,134,134,134,-458.25,-458.25,-458.25,134,134,134,-540.6333333,-540.6333333,-540.6333333,134,134,134,-472.1,-472.1,-472.1,134,134,134,-469.4666667,-469.4666667,-469.4666667
135,135,135,135,-530.1333333,-530.1333333,-530.1333333,135,135,135,-523.95,-523.95,-523.95,135,135,135,-564.15,-564.15,-564.15,135,135,135,-450.6666667,-450.6666667,-450.6666667,135,135,135,-494.3,-494.3,-494.3
136,136,136,136,-476.4,-476.4,-476.4,136,136,136,-527.6333333,-527.6333333,-527.6333333,136,136,136,-493.55,-493.55,-493.55,136,136,136,-521.3833333,-521.3833333,-521.3833333,136,136,136,-562.3666667,-562.3666667,-562.3666667
137,137,137,137,-499.2,-499.2,-499.2,137,137,137,-544.9333333,-544.9333333,-544.9333333,137,137,137,-529.05,-529.05,-529.05,137,137,137,-509.35,-509.35,-509.35,137,137,137,-567.3666667,-567.3666667,-567.3666667
138,138,138,138,-471.1333333,-471.1333333,-471.1333333,138,138,138,-572.5,-572.5,-572.5,138,138,138,-487.75,-487.75,-487.75,138,138,138,-427.6833333,-427.6833333,-427.6833333,138,138,138,-480.0166667,-480.0166667,-480.0166667
139,139,139,139,-561.9833333,-561.9833333,-561.9833333,139,139,139,-590.3666667,-590.3666667,-590.3666667,139,139,139,-565.6166667,-565.6166667,-565.6166667,139,139,139,-545.1333333,-545.1333333,-545.1333333,139,139,139,-472.6833333,-472.6833333,-472.6833333
140,140,140,140,-605.8333333,-605.8333333,-605.8333333,140,140,140,-511.1833333,-511.1833333,-511.1833333,140,140,140,-545.3,-545.3,-545.3,140,140,140,-505.55,-505.55,-505.55,140,140,140,-558.8666667,-558.8666667,-558.8666667
141,141,141,141,-473.2833333,-473.2833333,-473.2833333,141,141,141,-527.0166667,-527.0166667,-527.0166667,141,141,141,-522.6166667,-522.6166667,-522.6166667,141,141,141,-488.1833333,-488.1833333,-488.1833333,141,141,141,-531.3833333,-531.3833333,-531.3833333
142,142,142,142,-554.5833333,-554.5833333,-554.5833333,142,142,142,-560.6666667,-560.6666667,-560.6666667,142,142,142,-495.0333333,-495.0333333,-495.0333333,142,142,142,-464.6333333,-464.6333333,-464.6333333,142,142,142,-460.6,-460.6,-460.6
143,143,143,143,-525.05,-525.05,-525.05,143,143,143,-571.4333333,-571.4333333,-571.4333333,143,143,143,-490.8833333,-490.8833333,-490.8833333,143,143,143,-544.4,-544.4,-544.4,143,143,143,-575.1166667,-575.1166667,-575.1166667
144,144,144,144,-484.1,-484.1,-484.1,144,144,144,-525.6166667,-525.6166667,-525.6166667,144,144,144,-524.4,-524.4,-524.4,144,144,144,-572.9,-572.9,-572.9,144,144,144,-504,-504,-504
145,145,145,145,-521,-521,-521,145,145,145,-549.95,-549.95,-549.95,145,145,145,-511.45,-511.45,-511.45,145,145,145,-503.35,-503.35,-503.35,145,145,145,-447.4,-447.4,-447.4
146,146,146,146,-518.4833333,-518.4833333,-518.4833333,146,146,146,-528,-528,-528,146,146,146,-504.65,-504.65,-504.65,146,146,146,-526.4833333,-526.4833333,-526.4833333,146,146,146,-539.0666667,-539.0666667,-539.0666667
147,147,147,147,-546.9333333,-546.9333333,-546.9333333,147,147,147,-550.85,-550.85,-550.85,147,147,147,-545.6833333,-545.6833333,-545.6833333,147,147,147,-508.2833333,-508.2833333,-508.2833333,147,147,147,-439.2333333,-439.2333333,-439.2333333
148,148,148,148,-500.25,-500.25,-500.25,148,148,148,-513.4166667,-513.4166667,-513.4166667,148,148,148,-538.4166667,-538.4166667,-538.4166667,148,148,148,-454.3333333,-454.3333333,-454.3333333,148,148,148,-590.4166667,-590.4166667,-590.4166667
149,149,149,149,-512.4833333,-512.4833333,-512.4833333,149,149,149,-534.9166667,-534.9166667,-534.9166667,149,149,149,-530,-530,-530,149,149,149,-509.1333333,-509.1333333,-509.1333333,149,149,149,-521.9833333,-521.9833333,-521.9833333
150,150,150,150,-531.3666667,-531.3666667,-531.3666667,150,150,150,-601.9,-601.9,-601.9,150,150,150,-467.6166667,-467.6166667,-467.6166667,150,150,150,-496.0333333,-496.0333333,-496.0333333,150,150,150,-522.5333333,-522.5333333,-522.5333333
151,151,151,151,-535.2,-535.2,-535.2,151,151,151,-485.2833333,-485.2833333,-485.2833333,151,151,151,-500.4,-500.4,-500.4,151,151,151,-547.3833333,-547.3833333,-547.3833333,151,151,151,-558.5,-558.5,-558.5
152,152,152,152,-559.4,-559.4,-559.4,152,152,152,-502.9333333,-502.9333333,-502.9333333,152,152,152,-541.85,-541.85,-541.85,152,152,152,-475.9,-475.9,-475.9,152,152,152,-503.4666667,-503.4666667,-503.4666667
153,153,153,153,-520.55,-520.55,-520.55,153,153,153,-609.8833333,-609.8833333,-609.8833333,153,153,153,-555.9,-555.9,-555.9,153,153,153,-500.4833333,-500.4833333,-500.4833333,153,153,153,-534.6166667,-534.6166667,-534.6166667
154,154,154,154,-481.1666667,-481.1666667,-481.1666667,154,154,154,-559.35,-559.35,-559.35,154,154,154,-557.8333333,-557.8333333,-557.8333333,154,154,154,-579.0166667,-579.0166667,-579.0166667,154,154,154,-518.3333333,-518.3333333,-518.3333333
155,155,155,155,-598.15,-598.15,-598.15,155,155,155,-575.6166667,-575.6166667,-575.6166667,155,155,155,-504.5333333,-504.5333333,-504.5333333,155,155,155,-546.35,-546.35,-546.35,155,155,155,-484.5333333,-484.5333333,-484.5333333
156,156,156,156,-505.4833333,-505.4833333,-505.4833333,156,156,156,-483.75,-483.75,-483.75,156,156,156,-477.8833333,-477.8833333,-477.8833333,156,156,156,-537.05,-537.05,-537.05,156,156,156,-551.5333333,-551.5333333,-551.5333333
157,157,157,157,-454.9833333,-454.9833333,-454.9833333,157,157,157,-565.7333333,-565.7333333,-565.7333333,157,157,157,-574.6166667,-574.6166667,-574.6166667,157,157,157,-505.8333333,-505.8333333,-505.8333333,157,157,157,-459.35,-459.35,-459.35
158,158,158,158,-483.25,-483.25,-483.25,158,158,158,-530.7666667,-530.7666667,-530.7666667,158,158,158,-529.2,-529.2,-529.2,158,158,158,-535.0833333,-535.0833333,-535.0833333,158,158,158,-528.5,-528.5,-528.5
159,159,159,159,-473.9666667,-473.9666667,-473.9666667,159,159,159,-545.4333333,-545.4333333,-545.4333333,159,159,159,-599.2666667,-599.2666667,-599.2666667,159,159,159,-512.6,-512.6,-512.6,159,159,159,-540.6166667,-540.6166667,-540.6166667
160,160,160,160,-478.7666667,-478.7666667,-478.7666667,160,160,160,-593.45,-593.45,-593.45,160,160,160,-483.15,-483.15,-483.15,160,160,160,-527.9,-527.9,-527.9,160,160,160,-501.45,-501.45,-501.45
161,161,161,161,-448.4,-448.4,-448.4,161,161,161,-532.4,-532.4,-532.4,161,161,161,-558.9666667,-558.9666667,-558.9666667,161,161,161,-574.4666667,-574.4666667,-574.4666667,161,161,161,-494.0833333,-494.0833333,-494.0833333
162,162,162,162,-488.7166667,-488.7166667,-488.7166667,162,162,162,-519.05,-519.05,-519.05,162,162,162,-532.0166667,-532.0166667,-532.0166667,162,162,162,-547.3833333,-547.3833333,-547.3833333,162,162,162,-447.4833333,-447.4833333,-447.4833333
163,163,163,163,-507.4666667,-507.4666667,-507.4666667,163,163,163,-526.9166667,-526.9166667,-526.9166667,163,163,163,-465.1833333,-465.1833333,-465.1833333,163,163,163,-475.5666667,-475.5666667,-475.5666667,163,163,163,-505.8333333,-505.8333333,-505.8333333
